       2014        204         34          5          2          2         11          5
       2014        205         46         16          1          3          1          2
       2014        206         50          9          1          1          2          5
       2014        207         34         11          2          3          2          3
       2014        208         22         11          2          1          4         12
       2014        209         35          6          1          1          2          7
       2014        210         41          6          2          1          2         10
       2014        211         53          3          2          1          2          9
       2014        212         54          6          2          1          2         10
       2014        213         50         20          2          3          5         99
       2014        214         38         13          2          1          1          3
       2014        215         35         11          2          1          2          7
       2014        216         19         12          1          2          4          8
       2014        217         56          9          1          3          2          1
       2014        218         46         16          1          3          4          9
       2014        219         68          2          2          1          2          4
       2014        220         41         14          2          1         98          7
       2014        221         29         12          1          1         11          8
       2014        222         61         14          2          3          2          3
       2014        223         56         16          1          1          1          8
       2014        224         33         12          2          1         11         10
       2014        225         24         16          2          3          4          7
       2014        226         69         14          1          1          3          2
       2014        227         61         17          1          1          4          4
       2014        228         78         13          2          2          1          2
       2014        229         43         12          1          1          2          3
       2014        230         52         11          1          1          1          6
       2014        231         59         12          1          1          2          9
       2014        232         69         20          1          1          1          3
       2014        233         37         14          1          1          4          2
       2014        234         41         16          2          1          2          1
       2014        235         59         16          2          1          5          4
       2014        236         23         15          2          1          6          8
       2014        237         19         12          1          3          1          7
       2014        238         30         16          2          1          4         11
       2014        239         75         10          2          1          2         11
       2014        240         46          5          2          1          2         99
       2014        241         19         12          1          1          2          9
       2014        242         51         18          2          3         11          8
       2014        243         61         19          2          1          1          5
       2014        244         45         13          2          1          2          8
       2014        245         58          2          1          3          2          7
       2014        246         79          7          2          1          2          3
       2014        247         75         16          2          3          1         11
       2014        248         89         12          1          1          2          5
       2014        249         41         12          2          3          2          1
       2014        250         32         16          1          3          4          4
       2014        251         58         16          2          3          6          9
       2014        252         72         16          1          1          1         11
       2014        253         66         14          2          1          4          9
       2014        254         21         14          2          2          4          5
       2014        255         45         12          2          1          2          3
       2014        256         58         13          1          1          4          9
       2014        257         50         12          2          1          2          5
       2014        258         55         20          2          1          2         12
       2014        259         43         14          1          1          4          7
       2014        260         31         13          2          1          1          3
       2014        261         30         13          2          1          2         10
       2014        262         42         11          2          2          4          5
       2014        263         25         10          2          3          1         99
       2014        264         59         11          2          1          2         10
       2014        265         80         11          2          1          1          9
       2014        266         58         12          2          1          2          3
       2014        267         40         13          2          1         11         10
       2014        268         78         18          1          1          4         12
       2014        269         78         12          2          1         11         12
       2014        270         46         18          2          1         11         10
       2014        271         43         18          1          1          1         99
       2014        272         81         16          1          1          2          6
       2014        273         63         16          2          2         99          6
       2014        274         48         12          1          2          1         99
       2014        275         48         12          2          3          2          2
       2014        276         57         13          1          2          1          6
       2014        277         29         14          2          1          4          1
       2014        278         30         14          2          1          4         10
       2014        279         29         16          2          2         13          9
       2014        280         50         14          2          2          1         99
       2014        281         61         10          2          1         11         11
       2014        282         30         13          1          1         98         12
       2014        283         32         19          1          1          2          6
       2014        284         18         11          2          1          4          1
       2014        285         85         19          2          1          1          6
       2014        286         51         12          1          1          4          1
       2014        287         26         12          2          1          4         99
       2014        288         38         20          1          1          4          1
       2014        289         39         10          2          3          2         99
       2014        290         20         14          1          1          2         99
       2014        291         39         15          2          1          2          7
       2014        292         57         12          2          1          4          7
       2014        293         87         12          2          1          1          1
       2014        294         81         10          2          1          1         10
       2014        295         31         10          1          1          4         11
       2014        296         61         16          2          1          2         11
       2014        297         31         15          2          1          4          9
       2014        298         61         12          1          3          4         12
       2014        299         39         12          2          1          1          4
       2014        300         84         19          1          1          1         11
       2014        301         54         16          2          1          1          2
       2014        302         26         12          1          3          2          3
       2014        303         84         16          2          1          2         12
       2014        304         60         16          1          2          1          6
       2014        305         43         16          2          1          4         10
       2014        306         65         16          1          1          3         11
       2014        307         34         19          2          2         11          3
       2014        308         78          8          2          1          1         12
       2014        309         85         14          2          1          1          9
       2014        310         73         11          2          1          2         11
       2014        311         25         15          2          1          2          4
       2014        312         30         20          2          1          1          2
       2014        313         46         12          2          2          1          5
       2014        314         28         14          2          2          4         11
       2014        315         40         12          2          2          1         12
       2014        316         25         12          1          2          4          2
       2014        317         55         20          1          3          2          5
       2014        318         19         11          2          3          1         10
       2014        319         31         10          2          3         11         12
       2014        320         33         12          1          3          2         10
       2014        321         27         19          1          1          1          4
       2014        322         62         16          1          1          2          5
       2014        323         70         17          2          1          2          1
       2014        324         58         16          1          1          2          8
       2014        325         54         14          2          3          2          6
       2014        326         50         12          2          3          1          6
       2014        327         36          9          2          1         11          6
       2014        328         34         15          2          3          2          5
       2014        329         19         12          2          3          2          8
       2014        330         39         12          2          3          2         12
       2014        331         66         15          1          3          2          8
       2014        332         73         19          2          1          3          9
       2014        333         53         12          2          1          2          9
       2014        334         41         16          1          1          2          2
       2014        335         35         17          1          2          4          8
       2014        336         23         13          2          1          2          5
       2014        337         74         10          2          1         10          1
       2014        338         36          6          2          3          2         12
       2014        339         23         10          1          2          4          1
       2014        340         64         18          2          1          1          9
       2014        341         39         18          2          3          4          1
       2014        342         82         20          1          1          1          3
       2014        343         50         18          1          1          4          2
       2014        344         74         16          1          1          2          9
       2014        345         45         17          2          1          1         11
       2014        346         47          8          1          1         11          7
       2014        347         69         12          2          1          1          2
       2014        348         36         12          1          1          2          8
       2014        349         38         15          1          1          2          1
       2014        350         42         20          2          1          2         10
       2014        351         70         18          1          1          1          7
       2014        352         70         16          1          1          1          6
       2014        353         53         13          2          1          2         12
       2014        354         65         12          1          1          4          3
       2014        355         29         18          1          1          2          8
       2014        356         28         13          1          3          5          2
       2014        357         63         15          1          1          1         12
       2014        358         35         12          2          1          1          9
       2014        359         35         11          2          1          2         10
       2014        360         50         16          2          1          4         12
       2014        361         57         12          2          1          2          7
       2014        362         40         12          1          1          4          1
       2014        363         32         17          2          1          5         10
       2014        364         30         16          2          1          2          1
       2014        365         30         16          2          1          4          6
       2014        366         49         16          1          1          1          3
       2014        367         58         15          2          1          4          9
       2014        368         24         16          2          1          1          4
       2014        369         49         16          2          1          2          9
       2014        370         66         12          1          1         99          6
       2014        371         43         16          1          1          2         11
       2014        372         67         20          1          3          7          5
       2014        373         69         16          2          1          2          4
       2014        374         65         15          1          1          1          7
       2014        375         52         12          1          1         10          5
       2014        376         63         16          1          1          4          4
       2014        377         60         13          1          1          4          6
       2014        378         20         13          2          1          3          3
       2014        379         49         16          1          1          3         11
       2014        380         36         18          2          1          1          4
       2014        381         23         14          1          2          1         12
       2014        382         19         10          1          1          3          2
       2014        383         57         20          1          1          3         12
       2014        384         33         12          2          3          1         11
       2014        385         39          6          1          3         11         12
       2014        386         33         12          1          3          1          7
       2014        387         38         15          2          2          2          8
       2014        388         57         12          2          2          1          8
       2014        389         23         11          1          1          4          1
       2014        390         46         12          2          2          1          7
       2014        391         23         13          2          2         11          9
       2014        392         55         12          1          2          4          6
       2014        393         22         14          2          2          1          5
       2014        394         70         18          2          2          3         11
       2014        395         27         15          1          2          4         11
       2014        396         58         16          2          2          1          4
       2014        397         55         14          2          2          1          6
       2014        398         36         20          2          2          1          1
       2014        399         65         12          2          1          2         12
       2014        400         64         16          2          1          2          8
       2014        401         41         12          2          1          1          1
       2014        402         58         12          1          1          1          9
       2014        403         52         14          2          1          2          1
       2014        404         63         20          2          1          1         10
       2014        405         70         16          1          1          4         10
       2014        406         63         20          1          1          3          1
       2014        407         31         16          2          1          1          1
       2014        408         88         20          1          1          4         11
       2014        409         60         20          2          2          1         99
       2014        410         34         16          2          1          2          1
       2014        411         35         19          1          1          2          1
       2014        412         72         13          2          1          1         10
       2014        413         77         12          2          1          2          6
       2014        414         49         12          1          1          2          7
       2014        415         38         17          2          2         11          6
       2014        416         40         16          2          1          1          1
       2014        417         37         16          2          2          1          3
       2014        418         35         17          2          1          1          4
       2014        419         62         13          2          2          1         10
       2014        420         32         13          1          2         11         10
       2014        421         70         16          1          1          1          6
       2014        422         44         20          1          3         99          9
       2014        423         60         19          1          1          2          2
       2014        424         57         20          2          3          4          6
       2014        425         55         20          1          1          4          6
       2014        426         39         15          1          2         11          8
       2014        427         52         15          1          2         11          6
       2014        428         22         10          2          2          1         10
       2014        429         42          9          1          1          1          6
       2014        430         25         16          1          2          2          8
       2014        431         42         12          2          2          1          6
       2014        432         46          5          2          2          1          6
       2014        433         89         12          2          1          1          4
       2014        434         18         11          2          2          1          2
       2014        435         41         11          1          1          5          2
       2014        436         56         18          1          1          1          3
       2014        437         45         12          1          1          1          7
       2014        438         25         16          2          1          4          2
       2014        439         24         16          1          1          4          1
       2014        440         25         16          2          3          7          8
       2014        441         66         16          2          1          1          4
       2014        442         36         20          1          1          4          6
       2014        443         65         12          1          1          6         10
       2014        444         44         17          1          1          2         99
       2014        445         78         11          1          1          2          7
       2014        446         59         20          1          1          1          8
       2014        447         65         17          1          1          6          3
       2014        448         41         17          2          1          4         99
       2014        449         60         20          2          1          1          9
       2014        450         50         16          1          3          4          8
       2014        451         66         16          1          1          4          6
       2014        452         65         16          1          1          1          5
       2014        453         31         19          1          2          2          9
       2014        454         32         20          1          1          1          7
       2014        455         28         16          1          1          4          3
       2014        456         29         12          2          2          1         11
       2014        457         71         18          1          1          1          5
       2014        458         44         16          2          1          1          2
       2014        459         31         10          1          1          2          1
       2014        460         65         13          1          1          2         10
       2014        461         72         17          1          1          2          8
       2014        462         45         18          2          1          2          8
       2014        463         19          8          1          1          4          6
       2014        464         23         11          1          1          1         11
       2014        465         55         10          1          2          2          4
       2014        466         74         12          2          1          1         10
       2014        467         60         12          1          3          2          1
       2014        468         38          9          1          1          2         11
       2014        469         75          9          1          1          2         12
       2014        470         55         15          2          1          6          9
       2014        471         28         16          1          1          2          3
       2014        472         75          7          1          1          2          1
       2014        473         28         14          2          2          4          5
       2014        474         24         17          2          1          2          5
       2014        475         53         14          2          1          2          5
       2014        476         40         14          2          1          1          8
       2014        477         55         16          2          1          2         12
       2014        478         70         12          1          1          2         10
       2014        479         52         16          2          1          2          5
       2014        480         63         13          1          1          1         11
       2014        481         69         16          2          1          2          1
       2014        482         38         17          1          1          2          7
       2014        483         63         16          1          1         11          1
       2014        484         43         19          1          1          1          6
       2014        485         31         12          1          1          4          6
       2014        486         60         16          2          1          2         12
       2014        487         59         16          1          1          2          7
       2014        488         54         18          2          1          2          3
       2014        489         38         16          1          1          3          6
       2014        490         47         18          2          1          4          7
       2014        491         54         16          2          3          4         99
       2014        492         25         16          1          1         11         10
       2014        493         34         12          2          3          2          4
       2014        494         54         18          2          1          4          6
       2014        495         57         18          2          1          1         12
       2014        496         21         14          2          1          5          3
       2014        497         66         12          1          1          2          9
       2014        498         69         12          1          1         10          6
       2014        499         50         17          2          3          4         10
       2014        500         65         13          2          3          1          2
       2014        501         74         19          1          1          4          5
       2014        502         68         16          1          1          6          5
       2014        503         65         18          1          1          1         12
       2014        504         54         16          1          1          4          6
       2014        505         63         16          1          1          3          6
       2014        506         66         18          1          1          1          9
